Wavelength_nm,ensemble_id,n_PVK,k_PVK,eps1,eps2
774.0,more_absorptive,2.618878672174825,0.03401354397720789,6.857368578398287,0.17815468977398044
775.0,more_absorptive,2.618894745880966,0.03127554090588811,6.857631530543973,0.1638146995060312
776.0,more_absorptive,2.6186710194836724,0.029339620325839037,6.856577094962792,0.15366162693985758
777.0,more_absorptive,2.618183501228345,0.028079354408656658,6.85409639596031,0.14703380487577652
778.0,more_absorptive,2.6174249447270292,0.02742197003316741,6.850161376838792,0.14354989679673893
779.0,more_absorptive,2.6163360335670327,0.026952264594319392,6.844487815974511,0.14103236208870154
780.0,more_absorptive,2.6149056120544123,0.026477098787085634,6.8370303231934795,0.1384702284185386
781.0,more_absorptive,2.6133157730047083,0.02599681388449025,6.828743495103051,0.13587576754441233
782.0,more_absorptive,2.6117285318666044,0.02551175115955735,6.820475074718861,0.13325953680259373
783.0,more_absorptive,2.610144042804659,0.025022251885311035,6.812225811099237,0.13062336339200448
784.0,more_absorptive,2.6085624601501043,0.024528657334775418,6.803996453473717,0.12796906944276132
785.0,more_absorptive,2.6069839383995705,0.024031308780974613,6.795787751271609,0.12529847202144276
786.0,more_absorptive,2.6054086322138277,0.023530547496932713,6.787600454148823,0.12261338313845194
787.0,more_absorptive,2.6038366964165327,0.023026714755673847,6.779435312012924,0.11991560975747924
788.0,more_absorptive,2.6022682859929898,0.022520151830222105,6.771293075046437,0.11720695380706794
789.0,more_absorptive,2.6007035560889236,0.022011199993601606,6.763174493728414,0.11448921219428837
790.0,more_absorptive,2.5991426620092586,0.021500200518836454,6.755080318854225,0.11176417682052285
791.0,more_absorptive,2.597585759216917,0.020987494678950763,6.747011301553628,0.10903363459936664
792.0,more_absorptive,2.596033003331618,0.020473423746968634,6.738968193307057,0.1062993674766477
793.0,more_absorptive,2.5944845501286937,0.019958328995914185,6.730951745960181,0.10356315245256975
794.0,more_absorptive,2.5929405555379157,0.019442551698811508,6.722962711736714,0.10082676160598192
795.0,more_absorptive,2.591401175642328,0.018926433128684736,6.715001843249466,0.09809196212077906
796.0,more_absorptive,2.589866566677093,0.018410314558557957,6.707069893509649,0.0953605163144356
797.0,more_absorptive,2.588336885028348,0.017894537261455287,6.699167615934449,0.09263418166867776
798.0,more_absorptive,2.586812287232068,0.017379442510400838,6.691295764352831,0.08991471086229645
799.0,more_absorptive,2.5852929299729457,0.01686537157841871,6.68345509300962,0.0872038518061051
800.0,more_absorptive,2.583778970083273,0.016352665738533015,6.675646356567822,0.08450334768004572
801.0,more_absorptive,2.582270564541837,0.015841666263767866,6.667870310109206,0.08181493697244645
802.0,more_absorptive,2.5807678704728265,0.015332714427147369,6.6601277091331434,0.0791403535214342
803.0,more_absorptive,2.5792710451447434,0.014826151501695627,6.652419309553705,0.07648132655850558
804.0,more_absorptive,2.5777802459693286,0.014322318760436756,6.644745867695017,0.07383958075425959
805.0,more_absorptive,2.5762956305004936,0.013821557476394866,6.637108140284862,0.07121683626629505
