family,Wavelength_nm,mean_deltaR_total,std_deltaR_total
rear_roughness_nuisance,792.0,-0.0003209492693144,0.0020368154558504828
rear_roughness_nuisance,793.0,-0.00034351632629806673,0.0021821529247363666
rear_roughness_nuisance,794.0,-0.0003650257673716999,0.0023218991441231155
rear_roughness_nuisance,795.0,-0.00038519488432366654,0.0024542715091674158
rear_roughness_nuisance,796.0,-0.00040375086879869995,0.0025775145798171725
rear_roughness_nuisance,797.0,-0.0004204396577983001,0.0026899544557411957
rear_roughness_nuisance,798.0,-0.0004350345437585332,0.0027900537328693392
rear_roughness_nuisance,799.0,-0.0004473440240176666,0.002876463838485049
rear_roughness_nuisance,800.0,-0.0004572184124425332,0.0029480716840347776
rear_roughness_nuisance,801.0,-0.0004645547753967666,0.0030040375694606377
rear_roughness_nuisance,802.0,-0.0004692999442338667,0.0030438224050317337
rear_roughness_nuisance,803.0,-0.0004714513073555665,0.003067201580820039
rear_roughness_nuisance,804.0,-0.00047105556920880006,0.0030742662830681826
rear_roughness_nuisance,805.0,-0.0004682054503217666,0.0030654111717393208
rear_roughness_nuisance,806.0,-0.0004630347042304999,0.003041310338175224
rear_roughness_nuisance,807.0,-0.0004557118433018667,0.0030028835765598407
rear_roughness_nuisance,808.0,-0.0004464329539822667,0.0029512550009825316
rear_roughness_nuisance,809.0,-0.00043541406914460005,0.00288770687173415
rear_roughness_nuisance,810.0,-0.0004228836209217001,0.0028136321593958515
rear_roughness_nuisance,811.0,-0.00040907518676259997,0.002730487149368373
rear_roughness_nuisance,812.0,-0.0003942210022012333,0.0026397476749424227
rear_roughness_nuisance,813.0,-0.0003785463194106666,0.0025428696492766217
rear_roughness_nuisance,814.0,-0.0003622648362324333,0.0024412558594998995
rear_roughness_nuisance,815.0,-0.0003455751542847999,0.0023362289785439348
rear_roughness_nuisance,816.0,-0.00032865827684303337,0.0022290112363417664
rear_roughness_nuisance,817.0,-0.0003116760898390666,0.0021207106610903683
rear_roughness_nuisance,818.0,-0.0002947706520685001,0.0020123128537869257
rear_roughness_nuisance,819.0,-0.0002780642272685667,0.0019046780835731522
rear_roughness_nuisance,820.0,-0.00026165987277256664,0.0017985424926078894
rear_roughness_nuisance,821.0,-0.0002456424565938334,0.0016945226087398515
rear_roughness_nuisance,822.0,-0.0002300799805064666,0.001593122348622622
rear_roughness_nuisance,823.0,-0.00021502511341373338,0.0014947418766580681
rear_roughness_nuisance,824.0,-0.00020051680836716666,0.0013996873841033751
rear_roughness_nuisance,825.0,-0.000186581964697,0.0013081815203472504
rear_roughness_nuisance,826.0,-0.0001732370228287,0.0012203736081888676
rear_roughness_nuisance,827.0,-0.00016048951552819998,0.001136349829858792
rear_roughness_nuisance,828.0,-0.00014833949399096664,0.001056142714118887
rear_roughness_nuisance,829.0,-0.00013678082270820002,0.0009797398742895074
rear_roughness_nuisance,830.0,-0.0001258023715234333,0.0009070921672235913
rear_roughness_nuisance,831.0,-0.00011538904752373331,0.0008381208261403448
rear_roughness_nuisance,832.0,-0.00010552273180243336,0.0007727240290318552
rear_roughness_nuisance,833.0,-9.618303018299999e-05,0.000710782152957905
rear_roughness_nuisance,834.0,-8.734792969093332e-05,0.000652162431241077
rear_roughness_nuisance,835.0,-7.899435567980001e-05,0.000596722944204056
rear_roughness_nuisance,836.0,-7.10986442653667e-05,0.0005443160475559896
rear_roughness_nuisance,837.0,-6.363691617930001e-05,0.0004947910993442481
rear_roughness_nuisance,838.0,-5.658539391849998e-05,0.0004479968151276558
rear_roughness_nuisance,839.0,-4.9920644840900013e-05,0.0004037830894603113
rear_roughness_nuisance,840.0,-4.36197679631e-05,0.000362002433486291
rear_roughness_nuisance,841.0,-3.766054469073334e-05,0.0003225111567796077
rear_roughness_nuisance,842.0,-3.202151897696666e-05,0.0002851700437239504
rear_roughness_nuisance,843.0,-2.668211441133333e-05,0.0002498453739058004
rear_roughness_nuisance,844.0,-2.1622657201400004e-05,0.00021640928538064035
rear_roughness_nuisance,845.0,-1.6824432231466666e-05,0.0001847404975060212
rear_roughness_nuisance,846.0,-1.2269678562133331e-05,0.00015472482000859373
rear_roughness_nuisance,847.0,-7.941591384466668e-06,0.00012625626460287522
rear_roughness_nuisance,848.0,-3.824303788833332e-06,9.923950409191264e-05
rear_roughness_nuisance,849.0,9.712663802859134e-08,7.359714487628467e-05
rear_roughness_nuisance,850.0,3.836748403170572e-06,4.929689983728861e-05
rear_roughness_nuisance,851.0,7.407746702048357e-06,2.6513540541736753e-05
rear_roughness_nuisance,852.0,1.0822477566230226e-05,8.553951896258745e-06
rear_roughness_nuisance,853.0,1.4092502744200708e-05,2.0017851197097793e-05
rear_roughness_nuisance,854.0,1.7228629641226807e-05,3.955302373620603e-05
rear_roughness_nuisance,855.0,2.02409437609679e-05,5.8819250442783794e-05
rear_roughness_nuisance,856.0,2.3138850455645663e-05,7.743544645731008e-05
rear_roughness_nuisance,857.0,2.5931105622345095e-05,9.537477502985407e-05
rear_roughness_nuisance,858.0,2.8625852544876595e-05,0.00011266395431742485
rear_roughness_nuisance,859.0,3.1230648069433334e-05,0.00012934183779475763
rear_roughness_nuisance,860.0,3.3752496948499995e-05,0.00014544953161901207
rear_roughness_nuisance,861.0,3.619788573749999e-05,0.00016102732063616378
rear_roughness_nuisance,862.0,3.857278895343333e-05,0.00017611339377563586
rear_roughness_nuisance,863.0,4.08827226875e-05,0.0001907436395682653
rear_roughness_nuisance,864.0,4.3132737412433335e-05,0.00020495129549802867
rear_roughness_nuisance,865.0,4.532745588293333e-05,0.0002187670626468136
rear_roughness_nuisance,866.0,4.7471092469566665e-05,0.0002322191506101694
rear_roughness_nuisance,867.0,4.95674536243e-05,0.00024533322859235173
rear_roughness_nuisance,868.0,5.161996428536667e-05,0.0002581325819802946
rear_roughness_nuisance,869.0,5.363167516283334e-05,0.0002706381455209875
rear_roughness_nuisance,870.0,5.5605277030966676e-05,0.00028286859526946965
rear_roughness_nuisance,871.0,5.754310387696667e-05,0.0002948403726696774
rear_roughness_nuisance,872.0,5.9447140241699996e-05,0.00030656775236757183
rear_roughness_nuisance,873.0,6.131902688406668e-05,0.0003180628716818926
rear_roughness_nuisance,874.0,6.316006464599998e-05,0.00032933576102161334
rear_roughness_nuisance,875.0,6.497120714066669e-05,0.00034039429966564564
rear_roughness_nuisance,876.0,6.675307385836666e-05,0.0003512443201609898
rear_roughness_nuisance,877.0,6.850593802839999e-05,0.0003618895336010307
rear_roughness_nuisance,878.0,7.0229725044e-05,0.00037233153385916656
rear_roughness_nuisance,879.0,7.192400855123331e-05,0.0003825697831629714
rear_roughness_nuisance,880.0,7.358801411736669e-05,0.00039260165479670033
rear_roughness_nuisance,881.0,7.522059455676668e-05,0.0004024222722586473
rear_roughness_nuisance,882.0,7.682024029403331e-05,0.0004120245924618378
rear_roughness_nuisance,883.0,7.838505893713332e-05,0.0004213992860869559
rear_roughness_nuisance,884.0,7.991276862936667e-05,0.0004305347120745737
rear_roughness_nuisance,885.0,8.140069883499999e-05,0.0004394169388880405
rear_roughness_nuisance,886.0,8.284576767523333e-05,0.0004480296042455435
rear_roughness_nuisance,887.0,8.424447633263335e-05,0.00045635389115067604
rear_roughness_nuisance,888.0,8.559290266510002e-05,0.00046436849995738804
rear_roughness_nuisance,889.0,8.688669341506667e-05,0.0004720496061298984
rear_roughness_nuisance,890.0,8.812105104663333e-05,0.00047937078198444786
rear_roughness_nuisance,891.0,8.929072524163332e-05,0.0004863029376462779
rear_roughness_nuisance,892.0,9.039001425510001e-05,0.0004928143113288937
rear_roughness_nuisance,893.0,9.141275890279999e-05,0.0004988704566385165
rear_roughness_nuisance,894.0,9.235233549233332e-05,0.0005044342041250319
rear_roughness_nuisance,895.0,9.320166648336667e-05,0.0005094657307069554
rear_roughness_nuisance,896.0,9.395322227953335e-05,0.0005139225635237249
rear_roughness_nuisance,897.0,9.459902029540002e-05,0.0005177595599169928
rear_roughness_nuisance,898.0,9.512656282563335e-05,0.0005209025960486966
rear_roughness_nuisance,899.0,9.76737553715e-05,0.000538054712936112
rear_roughness_nuisance,900.0,0.00010231494810373331,0.0005696914570722454
rear_roughness_nuisance,901.0,0.0001091372395021,0.0006163624766416851
rear_roughness_nuisance,902.0,0.0001182199206874,0.0006785661434480403
rear_roughness_nuisance,903.0,0.00012966053204906664,0.0007569073489556938
rear_roughness_nuisance,904.0,0.000141253289922,0.0008362748234656645
rear_roughness_nuisance,905.0,0.00015299429619719998,0.0009166528060655821
rear_roughness_nuisance,906.0,0.00015289219681340004,0.0009165148486509657
rear_roughness_nuisance,907.0,0.00015258884674783336,0.0009152243580326546
rear_roughness_nuisance,908.0,0.00015207210732649996,0.0009127103158900178
rear_roughness_nuisance,909.0,0.0001513299099977333,0.0009089018764614509
rear_roughness_nuisance,910.0,0.00015035036223036663,0.0009037289626085548
rear_roughness_nuisance,911.0,0.00014912186249546667,0.0008971229128734803
rear_roughness_nuisance,912.0,0.0001476332230164333,0.0008890171694898553
rear_roughness_nuisance,913.0,0.00014587380243816665,0.0008793480440656683
rear_roughness_nuisance,914.0,0.00014383364531756664,0.0008680555201266809
rear_roughness_nuisance,915.0,0.00014150362700923334,0.0008550840878823101
rear_roughness_nuisance,916.0,0.000138875602583,0.000840383606827508
rear_roughness_nuisance,917.0,0.00013594255781826666,0.0008239101855661498
rear_roughness_nuisance,918.0,0.00013269876005319998,0.0008056270665345517
rear_roughness_nuisance,919.0,0.00012913990639646668,0.0007855055017471354
rear_roughness_nuisance,920.0,0.00012526326657700005,0.0007635256042194581
rear_roughness_nuisance,921.0,0.00012106781789186667,0.0007396771611944173
rear_roughness_nuisance,922.0,0.0001165543697047667,0.000713960395353046
rear_roughness_nuisance,923.0,0.0001117256716726,0.0006863866349248608
rear_roughness_nuisance,924.0,0.00010658650494689999,0.0006569788934829783
rear_roughness_nuisance,925.0,0.00010114375330299999,0.0006257723405034358
rear_roughness_nuisance,926.0,9.540645113610001e-05,0.0005928146438029015
rear_roughness_nuisance,927.0,8.938580589696666e-05,0.000558166169001265
rear_roughness_nuisance,928.0,8.309519292773334e-05,0.0005219000233596901
rear_roughness_nuisance,929.0,7.655012115716666e-05,0.00048410193425293713
rear_roughness_nuisance,930.0,6.976816867873335e-05,0.00044486995620033926
rear_roughness_nuisance,931.0,6.276888739183333e-05,0.00040431400204317045
rear_roughness_nuisance,932.0,5.557367653100001e-05,0.00036255519977220196
rear_roughness_nuisance,933.0,4.820563012056668e-05,0.00031972511185524244
rear_roughness_nuisance,934.0,4.0689356317100015e-05,0.0002759648241109333
rear_roughness_nuisance,935.0,3.305077154743333e-05,0.00023142397383384331
rear_roughness_nuisance,936.0,2.5316873027000003e-05,0.00018625989873839003
rear_roughness_nuisance,937.0,1.7515493376433334e-05,0.00014063751285588335
rear_roughness_nuisance,938.0,9.675041546700004e-06,9.473279473003254e-05
rear_roughness_nuisance,939.0,1.8242345866115173e-06,4.876434525973967e-05
rear_roughness_nuisance,940.0,-6.008174925538808e-06,5.226438895539294e-06
rear_roughness_nuisance,941.0,-1.3793669508821438e-05,4.356318770338272e-05
rear_roughness_nuisance,942.0,-2.1504229574088624e-05,8.890225325671035e-05
rear_roughness_nuisance,943.0,-2.9112594786366662e-05,0.0001337930886628109
rear_roughness_nuisance,944.0,-3.6592507831100005e-05,0.00017801532252784372
rear_roughness_nuisance,945.0,-4.391893827943334e-05,0.0002214066784809084
rear_roughness_nuisance,946.0,-5.1068284591833335e-05,0.0002638209975116434
rear_roughness_nuisance,947.0,-5.801855145186666e-05,0.0003051234248492622
rear_roughness_nuisance,948.0,-6.474950026633335e-05,0.00034518991181066135
rear_roughness_nuisance,949.0,-7.124277138826668e-05,0.00038390752830632296
rear_roughness_nuisance,950.0,-7.748197729439999e-05,0.00042117489486695204
rear_roughness_nuisance,951.0,-8.345276754943334e-05,0.000456902552470539
rear_roughness_nuisance,952.0,-8.914286634e-05,0.0004910132114342326
rear_roughness_nuisance,953.0,-9.454207640000002e-05,0.0005234418218037928
rear_roughness_nuisance,954.0,-9.964225995823333e-05,0.0005541355137852261
rear_roughness_nuisance,955.0,-0.00010443729706263332,0.0005830534044082597
rear_roughness_nuisance,956.0,-0.00010892302249163333,0.0006101662751156202
rear_roughness_nuisance,957.0,-0.00011309714390326667,0.00063545613382335
rear_roughness_nuisance,958.0,-0.00011695914397313336,0.0006589156766637392
rear_roughness_nuisance,959.0,-0.00012051016933196663,0.0006805476655218695
rear_roughness_nuisance,960.0,-0.00012375290916073333,0.0007003642377975622
rear_roughness_nuisance,961.0,-0.0001266914661857,0.0007183861649103998
rear_roughness_nuisance,962.0,-0.00012933122278593334,0.0007346420757443936
rear_roughness_nuisance,963.0,-0.0001316787043480667,0.0007491676573722949
rear_roughness_nuisance,964.0,-0.00013374144226076668,0.0007620048483838044
rear_roughness_nuisance,965.0,-0.0001355278385539333,0.0007732010371342986
rear_roughness_nuisance,966.0,-0.00013704703388449997,0.0007828082754668442
rear_roughness_nuisance,967.0,-0.00013830878031710004,0.0007908825171934695
rear_roughness_nuisance,968.0,-0.00013932332012006672,0.000797482889066985
rear_roughness_nuisance,969.0,-0.0001401012715220667,0.0008026710004991746
rear_roughness_nuisance,970.0,-0.00014065352213870003,0.0008065102968471681
rear_roughness_nuisance,971.0,-0.00014099113069880001,0.0008090654606203615
rear_roughness_nuisance,972.0,-0.00014112523762136665,0.0008104018646161608
rear_roughness_nuisance,973.0,-0.00014106698354706665,0.0008105850705948937
rear_roughness_nuisance,974.0,-0.00014082743644886668,0.0008096803790124185
rear_roughness_nuisance,975.0,-0.00014041752723766663,0.0008077524294956701
rear_roughness_nuisance,976.0,-0.00013984799352986666,0.0008048648500970821
rear_roughness_nuisance,977.0,-0.0001391293312012667,0.0008010799534629446
rear_roughness_nuisance,978.0,-0.00013827175334046667,0.0007964584776046239
rear_roughness_nuisance,979.0,-0.00013728515610476663,0.0007910593686389433
rear_roughness_nuisance,980.0,-0.0001361790910059667,0.0007849396026123408
rear_roughness_nuisance,981.0,-0.00013496274308963334,0.0007781540434264128
rear_roughness_nuisance,982.0,-0.00013364491447829998,0.000770755333650237
rear_roughness_nuisance,983.0,-0.00013223401273393336,0.0007627938150035037
rear_roughness_nuisance,984.0,-0.00013073804361013333,0.0007543174759406893
rear_roughness_nuisance,985.0,-0.00012916460765479996,0.0007453719231533005
rear_roughness_nuisance,986.0,-0.0001275209001877333,0.0007360003740984121
rear_roughness_nuisance,987.0,-0.00012581371420810003,0.0007262436678530899
rear_roughness_nuisance,988.0,-0.0001240494458253667,0.0007161402917796603
rear_roughness_nuisance,989.0,-0.00012223410181469996,0.0007057264216522605
rear_roughness_nuisance,990.0,-0.0001203733089581,0.0006950359730887317
rear_roughness_nuisance,991.0,-0.0001184723248519,0.000684100662386641
rear_roughness_nuisance,992.0,-0.00011653604989673332,0.0006729500750235503
rear_roughness_nuisance,993.0,-0.00011456904013926667,0.0006616117396201608
rear_roughness_nuisance,994.0,-0.0001125755208125,0.0006501112066160821
rear_roughness_nuisance,995.0,-0.0001105594003661,0.000638472130256439
rear_roughness_nuisance,996.0,-0.0001085242847856667,0.0006267163526928387
rear_roughness_nuisance,997.0,-0.0001064734920605,0.000614863989241423
rear_roughness_nuisance,998.0,-0.00010441006664726664,0.0006029335139368853
rear_roughness_nuisance,999.0,-0.0001023367938344333,0.0005909418446928338
rear_roughness_nuisance,1000.0,-0.00010025621389773332,0.0005789044274458623
rear_roughness_nuisance,1001.0,-9.817063579206664e-05,0.000566835317449953
rear_roughness_nuisance,1002.0,-9.608215016803333e-05,0.0005547472562424387
rear_roughness_nuisance,1003.0,-9.399264312879999e-05,0.0005426517545661764
rear_roughness_nuisance,1004.0,-9.190380911173333e-05,0.0005305591696371282
rear_roughness_nuisance,1005.0,-8.981716309616667e-05,0.0005184787782751017
rear_roughness_nuisance,1006.0,-8.773405233329999e-05,0.0005064188471798023
rear_roughness_nuisance,1007.0,-8.565566756580002e-05,0.0004943867002446465
rear_roughness_nuisance,1008.0,-8.358305373606668e-05,0.000482388782853654
rear_roughness_nuisance,1009.0,-8.151712018759998e-05,0.0004704307231466841
rear_roughness_nuisance,1010.0,-7.945865034996668e-05,0.00045851739024428375
rear_roughness_nuisance,1011.0,-7.740831153630001e-05,0.00044665295400665126
rear_roughness_nuisance,1012.0,-7.536666534356664e-05,0.00043484095007021844
rear_roughness_nuisance,1013.0,-7.333417382536667e-05,0.0004230843143999252
rear_roughness_nuisance,1014.0,-7.131120662766666e-05,0.00041138542537469045
rear_roughness_nuisance,1015.0,-6.929804831096665e-05,0.00039974614789607465
rear_roughness_nuisance,1016.0,-6.729490523913334e-05,0.0003881678748799274
rear_roughness_nuisance,1017.0,-6.53019120481e-05,0.00037665156623475557
rear_roughness_nuisance,1018.0,-6.33191377237333e-05,0.0003651977854481098
rear_roughness_nuisance,1019.0,-6.134659129366668e-05,0.00035380673389339475
rear_roughness_nuisance,1020.0,-5.9384227168166676e-05,0.0003424782829599854
rear_roughness_nuisance,1021.0,-5.743194828446667e-05,0.0003312119900110908
rear_roughness_nuisance,1022.0,-5.548960558306666e-05,0.0003200070862561548
rear_roughness_nuisance,1023.0,-5.355700847070001e-05,0.00030886254895389094
rear_roughness_nuisance,1024.0,-5.1633930768266665e-05,0.0002977771401698606
rear_roughness_nuisance,1025.0,-4.972011446343333e-05,0.00028674942927013717
rear_roughness_nuisance,1026.0,-4.7815273220666674e-05,0.0002757778139465857
rear_roughness_nuisance,1027.0,-4.5919095665500016e-05,0.00026486053986883893
rear_roughness_nuisance,1028.0,-4.403124845316666e-05,0.00025399571905408247
rear_roughness_nuisance,1029.0,-4.2151379150199996e-05,0.00024318134705175108
rear_roughness_nuisance,1030.0,-4.0279118922033325e-05,0.0002324153190167948
rear_roughness_nuisance,1031.0,-3.841408700016666e-05,0.0002216954602039498
rear_roughness_nuisance,1032.0,-3.655589853886667e-05,0.00021101958445272448
rear_roughness_nuisance,1033.0,-3.470416052213334e-05,0.00020038545792482683
rear_roughness_nuisance,1034.0,-3.285847191413332e-05,0.00018979079608083378
rear_roughness_nuisance,1035.0,-3.1018425700099995e-05,0.0001792332758398427
rear_roughness_nuisance,1036.0,-2.9183610818133332e-05,0.00016871054703970087
rear_roughness_nuisance,1037.0,-2.7353613981e-05,0.00015822024325950942
rear_roughness_nuisance,1038.0,-2.5528021405866666e-05,0.00014775999206210937
rear_roughness_nuisance,1039.0,-2.3706420460366668e-05,0.00013732742471958938
rear_roughness_nuisance,1040.0,-2.188840122893334e-05,0.00012692018546881157
rear_roughness_nuisance,1041.0,-2.0073557591533336e-05,0.00011653593679146003
rear_roughness_nuisance,1042.0,-1.8261487454766666e-05,0.00010617235756205731
rear_roughness_nuisance,1043.0,-1.645179550184957e-05,9.582716254686189e-05
rear_roughness_nuisance,1044.0,-1.464409495112646e-05,8.549811397849243e-05
rear_roughness_nuisance,1045.0,-1.2838008833689627e-05,7.518302940416387e-05
rear_roughness_nuisance,1046.0,-1.1033171237850858e-05,6.48797897322609e-05
rear_roughness_nuisance,1047.0,-9.229228521571523e-06,5.4586348067272916e-05
rear_roughness_nuisance,1048.0,-7.425840501655105e-06,4.430074096648103e-05
rear_roughness_nuisance,1049.0,-5.622681616375878e-06,3.402110761753751e-05
rear_roughness_nuisance,1050.0,-3.819442073875006e-06,2.3745741386815055e-05
rear_roughness_nuisance,1051.0,-2.015828759434808e-06,1.3473345179225441e-05
rear_roughness_nuisance,1052.0,-2.1156569144734996e-07,3.2081058390823426e-06
rear_roughness_nuisance,1053.0,1.5936041279548023e-06,7.079460337094317e-06
rear_roughness_nuisance,1054.0,3.399917376042024e-06,1.7352466552097837e-05
rear_roughness_nuisance,1055.0,5.207589313808529e-06,2.7630877290253895e-05
front_gap_on_background,500.0,-0.006745797782409816,0.00477650174958846
front_gap_on_background,501.0,-0.006968334156370121,0.0049951902579300775
front_gap_on_background,502.0,-0.007158627780411375,0.005186521094211364
front_gap_on_background,503.0,-0.007337596783549391,0.00536865123015056
front_gap_on_background,504.0,-0.007525041096919141,0.005559239053056003
front_gap_on_background,505.0,-0.007718794483341762,0.005756231731640356
front_gap_on_background,506.0,-0.007911400272414945,0.005952689252200623
front_gap_on_background,507.0,-0.00809481521412183,0.006141302135733853
front_gap_on_background,508.0,-0.008262522372260512,0.006316183366872237
front_gap_on_background,509.0,-0.008416485974623494,0.006479352274197981
front_gap_on_background,510.0,-0.008563055386222953,0.0066369743179004684
front_gap_on_background,511.0,-0.008707196163600274,0.006793114945925632
front_gap_on_background,512.0,-0.008849189589354246,0.006946939986534736
front_gap_on_background,513.0,-0.008984107779767547,0.007093858983107649
front_gap_on_background,514.0,-0.009108335186886666,0.007231469717443412
front_gap_on_background,515.0,-0.009222762004450408,0.007360780720468356
front_gap_on_background,516.0,-0.00932766319968935,0.007481208458563894
front_gap_on_background,517.0,-0.009422621245033408,0.00759193503181694
front_gap_on_background,518.0,-0.009511449855145114,0.007697017127038361
front_gap_on_background,519.0,-0.009598116593671118,0.007800482925708858
front_gap_on_background,520.0,-0.009680721313943458,0.007900024999035044
front_gap_on_background,521.0,-0.009753693194497343,0.0079900408650725
front_gap_on_background,522.0,-0.009811314035949687,0.008065833507025584
front_gap_on_background,523.0,-0.00985316416764865,0.008127615218180964
front_gap_on_background,524.0,-0.009886458460998254,0.008181507771993517
front_gap_on_background,525.0,-0.009916971903722465,0.00823203915080577
front_gap_on_background,526.0,-0.009950010291222966,0.008284151094665035
front_gap_on_background,527.0,-0.009990181775784356,0.008342623491684143
front_gap_on_background,528.0,-0.010023402535986143,0.008394830591287587
front_gap_on_background,529.0,-0.010030045613709513,0.008422658384621251
front_gap_on_background,530.0,-0.01001925939403662,0.008434149737123687
front_gap_on_background,531.0,-0.010014359005247477,0.008450405079258736
front_gap_on_background,532.0,-0.01001884056557646,0.00847474959708951
front_gap_on_background,533.0,-0.010023173768878605,0.008498890911222317
front_gap_on_background,534.0,-0.010021732831462977,0.008517753599626122
front_gap_on_background,535.0,-0.010009603978026294,0.008526190420497546
front_gap_on_background,536.0,-0.009982761264605995,0.008520076580348092
front_gap_on_background,537.0,-0.009943468757336366,0.008501984348266288
front_gap_on_background,538.0,-0.00989809911544331,0.00847828596077813
front_gap_on_background,539.0,-0.009855079431503341,0.008456646244928647
front_gap_on_background,540.0,-0.009816879252243685,0.008439107812659247
front_gap_on_background,541.0,-0.009772111186334153,0.008414839650259416
front_gap_on_background,542.0,-0.009710884103792913,0.008374373533072133
front_gap_on_background,543.0,-0.009641262400443197,0.008325606594617837
front_gap_on_background,544.0,-0.009576065221885463,0.00828126586400956
front_gap_on_background,545.0,-0.00951476658554346,0.008240813417175811
front_gap_on_background,546.0,-0.009449070772332818,0.008195773553800342
front_gap_on_background,547.0,-0.009376674235922589,0.008143748857748446
front_gap_on_background,548.0,-0.009301117726484613,0.008088369595749179
front_gap_on_background,549.0,-0.00922395227825654,0.008031235805511697
front_gap_on_background,550.0,-0.009143634921983569,0.007970745070185243
front_gap_on_background,551.0,-0.009059014278228352,0.00790568812336883
front_gap_on_background,552.0,-0.008970081414651434,0.007836036403128105
front_gap_on_background,553.0,-0.008877304469015499,0.007762279573956507
front_gap_on_background,554.0,-0.008782518028088148,0.00768635391377033
front_gap_on_background,555.0,-0.008687704586137619,0.007610296324020107
front_gap_on_background,556.0,-0.008593188805779185,0.007534336228650069
front_gap_on_background,557.0,-0.00849741771212374,0.007456900324751239
front_gap_on_background,558.0,-0.008396351911576125,0.007374133878264308
front_gap_on_background,559.0,-0.008287384145581845,0.007283531752726658
front_gap_on_background,560.0,-0.008173480141362538,0.007187937398430141
front_gap_on_background,561.0,-0.008059080857576926,0.007091662628100019
front_gap_on_background,562.0,-0.007948114497562912,0.0069984836361081494
front_gap_on_background,563.0,-0.007843157731146376,0.006910866727586461
front_gap_on_background,564.0,-0.007739899123223478,0.006824602866348126
front_gap_on_background,565.0,-0.00763045131960609,0.006731867079206547
front_gap_on_background,566.0,-0.007515204003250135,0.006632956345259306
front_gap_on_background,567.0,-0.007402063478044426,0.006535805312082445
front_gap_on_background,568.0,-0.007290339146193946,0.006440133213145947
front_gap_on_background,569.0,-0.00717063558215002,0.00633700442573586
front_gap_on_background,570.0,-0.007043669504842221,0.006226827462277972
front_gap_on_background,571.0,-0.006919588931400026,0.006118850705359238
front_gap_on_background,572.0,-0.00680109862554501,0.006015511323744934
front_gap_on_background,573.0,-0.006683838520930633,0.0059129711157206895
front_gap_on_background,574.0,-0.006565192095093453,0.00580904092577519
front_gap_on_background,575.0,-0.006443852612453407,0.005702583352897593
front_gap_on_background,576.0,-0.0063203294328545885,0.005594064193122978
front_gap_on_background,577.0,-0.006198038631433969,0.005486441821218718
front_gap_on_background,578.0,-0.0060771625209034815,0.005379598373212218
front_gap_on_background,579.0,-0.005953725408655101,0.005269985977125082
front_gap_on_background,580.0,-0.005827580444964676,0.005157902194052941
front_gap_on_background,581.0,-0.005702854627840482,0.0050471878479764025
front_gap_on_background,582.0,-0.005580059112329088,0.004937896077555583
front_gap_on_background,583.0,-0.005456940185357494,0.004827818090712337
front_gap_on_background,584.0,-0.005334369252657423,0.004718099900497019
front_gap_on_background,585.0,-0.005212268145681845,0.00460882510676076
front_gap_on_background,586.0,-0.005086509102469247,0.00449591636013726
front_gap_on_background,587.0,-0.004955839384058304,0.004378071916579072
front_gap_on_background,588.0,-0.0048250355124733685,0.004259986572618848
front_gap_on_background,589.0,-0.00469841453125019,0.004145881419892427
front_gap_on_background,590.0,-0.004575014131060162,0.004034650242453917
front_gap_on_background,591.0,-0.004451724365182196,0.003923145871226771
front_gap_on_background,592.0,-0.004327531933413363,0.0038104846690347385
front_gap_on_background,593.0,-0.004202772769827584,0.003697135729111203
front_gap_on_background,594.0,-0.004076973180509307,0.003582732451979125
front_gap_on_background,595.0,-0.003949789143520185,0.003466980126705177
front_gap_on_background,596.0,-0.003821300060656991,0.0033498875160027234
front_gap_on_background,597.0,-0.0036914401917774657,0.0032312784769554597
front_gap_on_background,598.0,-0.0035636235485293427,0.0031143778361735486
front_gap_on_background,599.0,-0.0034417808183533553,0.0030030163238824376
front_gap_on_background,600.0,-0.0033201878596768085,0.0028918355099561504
front_gap_on_background,601.0,-0.0031898572353742344,0.002772241665320976
front_gap_on_background,602.0,-0.003054995700981383,0.0026481428551968743
front_gap_on_background,603.0,-0.0029269396593731,0.0025303584891557744
front_gap_on_background,604.0,-0.0028074572865563812,0.002420646316310657
front_gap_on_background,605.0,-0.002690371635633051,0.0023131058229328787
front_gap_on_background,606.0,-0.002570087518224253,0.0022024012417878984
front_gap_on_background,607.0,-0.00244387954345899,0.0020860152573733675
front_gap_on_background,608.0,-0.0023146420056773835,0.001966720661633322
front_gap_on_background,609.0,-0.0021892053654384313,0.0018509358686366443
front_gap_on_background,610.0,-0.0020697108722737105,0.0017406683014203929
front_gap_on_background,611.0,-0.0019530685658273037,0.0016330428421432077
front_gap_on_background,612.0,-0.0018363852466805513,0.0015253784651192298
front_gap_on_background,613.0,-0.0017170959860150388,0.001415297623927503
front_gap_on_background,614.0,-0.0015950806068996163,0.0013027153251620198
front_gap_on_background,615.0,-0.0014750405456388014,0.0011920590269742977
front_gap_on_background,616.0,-0.0013596778607286677,0.0010858979415373851
front_gap_on_background,617.0,-0.0012469228714384083,0.0009823783367692038
front_gap_on_background,618.0,-0.001135018193109088,0.0008799636956187068
front_gap_on_background,619.0,-0.0010223559299075472,0.0007772928773654256
front_gap_on_background,620.0,-0.0009073414691345777,0.0006731494650202036
front_gap_on_background,621.0,-0.000792114093888147,0.000569986339361564
front_gap_on_background,622.0,-0.0006796357283415268,0.0004713012334365942
front_gap_on_background,623.0,-0.0005695155241675746,0.00037818579108847946
front_gap_on_background,624.0,-0.0004603496201972208,0.0002925594672676766
