family,Wavelength_nm,mean_deltaR_total,std_deltaR_total
thickness_nuisance,917.0,-0.00812866885784174,0.04420331282062163
thickness_nuisance,918.0,-0.00890687411776064,0.04320487293736991
thickness_nuisance,919.0,-0.00969355079081451,0.042129714596006736
thickness_nuisance,920.0,-0.010485244360756615,0.040980152365332805
thickness_nuisance,921.0,-0.011278259260161147,0.039759233409596015
thickness_nuisance,922.0,-0.012068683689339811,0.038470820581096035
thickness_nuisance,923.0,-0.01285241935215175,0.037119693307060095
thickness_nuisance,924.0,-0.013625215473170447,0.03571167276782525
thickness_nuisance,925.0,-0.014382706805259956,0.034253779665951965
thickness_nuisance,926.0,-0.015120455238160151,0.03275443514959655
thickness_nuisance,927.0,-0.01583399446158261,0.031223717975542367
thickness_nuisance,928.0,-0.016518877038829177,0.029673693135055367
thickness_nuisance,929.0,-0.017170723160835687,0.028118827569376746
thickness_nuisance,930.0,-0.01778527027917737,0.026576504293459452
thickness_nuisance,931.0,-0.01835842279719856,0.02506763119847923
thickness_nuisance,932.0,-0.01888630093725734,0.023617304721078
thickness_nuisance,933.0,-0.01936528761142088,0.022255416054407763
thickness_nuisance,934.0,-0.019792072745931817,0.021016956534930766
thickness_nuisance,935.0,-0.020163694146733073,0.01994159546661513
thickness_nuisance,936.0,-0.02047757407447158,0.019071928637300922
thickness_nuisance,937.0,-0.02073155081932604,0.01844982600921322
thickness_nuisance,938.0,-0.02092390466735758,0.01811084872537954
thickness_nuisance,939.0,-0.021053377768550603,0.018077871208814742
thickness_nuisance,940.0,-0.021119187548451764,0.018356229323145668
thickness_nuisance,941.0,-0.021121033465637495,0.018932679828277364
thickness_nuisance,942.0,-0.02105909717101693,0.019778687267025107
thickness_nuisance,943.0,-0.020934035959489145,0.020856358486534544
thickness_nuisance,944.0,-0.020746969635805974,0.02212452126170395
thickness_nuisance,945.0,-0.020499461263855878,0.023543242685189876
thickness_nuisance,946.0,-0.020193492282384793,0.025076368556904993
thickness_nuisance,947.0,-0.01983143256821123,0.026692483384615957
thickness_nuisance,948.0,-0.01941600611580915,0.02836490528901845
thickness_nuisance,949.0,-0.01895025306958456,0.030071216857128418
thickness_nuisance,950.0,-0.018437488891168766,0.03179264427062841
thickness_nuisance,951.0,-0.017881261317902377,0.03351344595792979
thickness_nuisance,952.0,-0.01728530569824068,0.03522037810545162
thickness_nuisance,953.0,-0.0166535007433611,0.03690225107588044
thickness_nuisance,954.0,-0.015989824417997286,0.03854957520895357
thickness_nuisance,955.0,-0.01529831070840327,0.04015428237267442
thickness_nuisance,956.0,-0.014583008034814859,0.041709508167275006
thickness_nuisance,957.0,-0.013847939871065857,0.043209421474278316
thickness_nuisance,958.0,-0.013097068050983238,0.04464909027965356
thickness_nuisance,959.0,-0.01233425915349123,0.046024374964929934
thickness_nuisance,960.0,-0.011563254268939916,0.047331842237706576
thickness_nuisance,961.0,-0.010787642374284277,0.04856869447414929
thickness_nuisance,962.0,-0.010010837458223388,0.049732710528235094
thickness_nuisance,963.0,-0.009236059331705081,0.05082219514418603
thickness_nuisance,964.0,-0.008466318210786661,0.05183593463822608
thickness_nuisance,965.0,-0.0077044029658458755,0.05277315723899996
thickness_nuisance,966.0,-0.006952872873432884,0.05363349690096764
thickness_nuisance,967.0,-0.00621405267292704,0.05441695972046426
thickness_nuisance,968.0,-0.0054900306914144855,0.055123892334931576
thickness_nuisance,969.0,-0.004782659770713222,0.0557549518757982
thickness_nuisance,970.0,-0.004093560709842229,0.05631107718875354
thickness_nuisance,971.0,-0.003424127979358094,0.05679346110150083
thickness_nuisance,972.0,-0.002775537446970683,0.057203523646817425
thickness_nuisance,973.0,-0.002148755370114598,0.05754288651066393
thickness_nuisance,974.0,-0.001544548833001701,0.05781334826558612
thickness_nuisance,975.0,-0.0009634972789222598,0.05801686051888191
thickness_nuisance,976.0,-0.0004060048145248246,0.0581555050706677
thickness_nuisance,977.0,0.0001276869595259581,0.058231472131772016
thickness_nuisance,978.0,0.0006374858154216719,0.058247039653246575
thickness_nuisance,979.0,0.0011234356635195144,0.058204553816375834
thickness_nuisance,980.0,0.0015857033932556027,0.05810641072569713
thickness_nuisance,981.0,0.002024565952621426,0.05795503934654304
thickness_nuisance,982.0,0.0024403978032130503,0.057752885709243085
thickness_nuisance,983.0,0.0028336587831688494,0.05750239833305431
thickness_nuisance,984.0,0.0032048825468873757,0.05720601495343167
thickness_nuisance,985.0,0.003554665635741077,0.056866150522240186
thickness_nuisance,986.0,0.0038836572185952044,0.056485186449733445
thickness_nuisance,987.0,0.00419254953495024,0.056065461057539234
thickness_nuisance,988.0,0.004482069059121267,0.05560926120320692
thickness_nuisance,989.0,0.004752968391386934,0.055118815029370063
thickness_nuisance,990.0,0.005006018871229312,0.05459628578428998
thickness_nuisance,991.0,0.005242003900960986,0.05404376665778678
thickness_nuisance,992.0,0.005461712959978579,0.05346327657056409
thickness_nuisance,993.0,0.0056659362650651355,0.05285675683518986
thickness_nuisance,994.0,0.005855460063570755,0.0522260686455157
thickness_nuisance,995.0,0.006031062521173735,0.05157299132269116
thickness_nuisance,996.0,0.0061935101642268215,0.05089922124877202
thickness_nuisance,997.0,0.006343554837581156,0.050206371422955386
thickness_nuisance,998.0,0.006481931138231806,0.04949597157736143
thickness_nuisance,999.0,0.006609354285169903,0.04876946879177022
thickness_nuisance,1000.0,0.006726518386474688,0.04802822854964041
thickness_nuisance,1001.0,0.006834095049526708,0.04727353615612381
thickness_nuisance,1002.0,0.006932732284695656,0.04650659845967595
thickness_nuisance,1003.0,0.007023053796724208,0.045728546024001754
thickness_nuisance,1004.0,0.0071056584941162,0.04494043546881253
thickness_nuisance,1005.0,0.007181120206139609,0.04414325198835774
thickness_nuisance,1006.0,0.007249987595867976,0.04333791204213391
thickness_nuisance,1007.0,0.0073127842428030235,0.04252526618676418
thickness_nuisance,1008.0,0.007370008870763125,0.041706102022040406
thickness_nuisance,1009.0,0.00742213569880019,0.04088114722805475
thickness_nuisance,1010.0,0.0074696148949778655,0.04005107267425118
thickness_nuisance,1011.0,0.007512873167583059,0.039216495617318596
thickness_nuisance,1012.0,0.007552314522189732,0.03837798295336739
thickness_nuisance,1013.0,0.007588320750608235,0.03753605427712986
thickness_nuisance,1014.0,0.007621252079507183,0.0366911851270216
thickness_nuisance,1015.0,0.007651447903040234,0.03584381031061177
thickness_nuisance,1016.0,0.007679227534406234,0.03499432726872584
thickness_nuisance,1017.0,0.007704890967531165,0.034143099487560176
thickness_nuisance,1018.0,0.007728719641242055,0.033290459973284066
thickness_nuisance,1019.0,0.007750977199382084,0.032436714809292236
thickness_nuisance,1020.0,0.0077719102412671225,0.03158214682283523
thickness_nuisance,1021.0,0.0077917488877809445,0.0307270195011497
thickness_nuisance,1022.0,0.007810707006506796,0.029871581473578417
thickness_nuisance,1023.0,0.007828983444518675,0.029016070713446068
thickness_nuisance,1024.0,0.00784676286706594,0.02816071899606882
thickness_nuisance,1025.0,0.007864216395739308,0.02730575681396428
thickness_nuisance,1026.0,0.00788150221928209,0.02645141879220149
thickness_nuisance,1027.0,0.007898766175855576,0.025597949735833958
thickness_nuisance,1028.0,0.007916142305929583,0.024745611475137378
thickness_nuisance,1029.0,0.007933753375257282,0.023894690717670076
thickness_nuisance,1030.0,0.007951711367715329,0.0230455081719537
thickness_nuisance,1031.0,0.007970118148197003,0.02219842890189873
thickness_nuisance,1032.0,0.007989066485841998,0.021353873804184024
thickness_nuisance,1033.0,0.008008639841745928,0.020512335850912982
thickness_nuisance,1034.0,0.00802891254652746,0.019674399158449898
thickness_nuisance,1035.0,0.008049950151781603,0.018840761962182588
thickness_nuisance,1036.0,0.008071809752935711,0.018012265028886084
thickness_nuisance,1037.0,0.008094540284292033,0.017189927053190206
thickness_nuisance,1038.0,0.008118182787113666,0.0163749890289598
thickness_nuisance,1039.0,0.00814277065164496,0.015568970136035852
thickness_nuisance,1040.0,0.00816832983402404,0.014773738331525121
thickness_nuisance,1041.0,0.008194878996425178,0.013991599678597406
thickness_nuisance,1042.0,0.00822242951951485,0.01322541105140991
thickness_nuisance,1043.0,0.008250985808741567,0.012478719697534717
thickness_nuisance,1044.0,0.008280545472875498,0.011755934526510527
thickness_nuisance,1045.0,0.008311099429925842,0.011062529309265854
thickness_nuisance,1046.0,0.008342631994395961,0.010405269708059994
thickness_nuisance,1047.0,0.008375120946978709,0.009792439474608694
thickness_nuisance,1048.0,0.008408537587808068,0.009234011544808027
thickness_nuisance,1049.0,0.008442846774402728,0.008741665144842767
thickness_nuisance,1050.0,0.008478006945446218,0.008328498795416334
thickness_nuisance,1051.0,0.008513970102149132,0.008008264060561772
thickness_nuisance,1052.0,0.008550681719015678,0.007794010804468449
thickness_nuisance,1053.0,0.008588080820596488,0.007696256168129587
thickness_nuisance,1054.0,0.008626099990031048,0.007721130144587391
thickness_nuisance,1055.0,0.008664665340181904,0.007869183078667399
front_roughness_nuisance,500.0,0.00041133773701066664,0.002506858202219702
front_roughness_nuisance,501.0,0.0004092385091285667,0.0026203254333092697
front_roughness_nuisance,502.0,0.00040675221519993336,0.0027212939624187476
front_roughness_nuisance,503.0,0.0004039456506151667,0.0028192318206019273
front_roughness_nuisance,504.0,0.0004006099961767001,0.002921870296884015
front_roughness_nuisance,505.0,0.0003967921298921332,0.00302934289656621
front_roughness_nuisance,506.0,0.0003926825628050333,0.003140223616778004
front_roughness_nuisance,507.0,0.0003882966717423,0.0032502064903177502
front_roughness_nuisance,508.0,0.00038359283229726657,0.0033544710644797045
front_roughness_nuisance,509.0,0.0003782302698550001,0.003449622213827076
front_roughness_nuisance,510.0,0.0003716762849515667,0.0035330343396933867
front_roughness_nuisance,511.0,0.0003642395568468999,0.0036111868760790693
front_roughness_nuisance,512.0,0.00035690146440079995,0.0036957053034275904
front_roughness_nuisance,513.0,0.0003497882197161667,0.003784713130019644
front_roughness_nuisance,514.0,0.0003420794189657334,0.0038655213349186746
front_roughness_nuisance,515.0,0.0003335459441303667,0.003935396421226097
front_roughness_nuisance,516.0,0.0003249480973494667,0.004003163529229548
front_roughness_nuisance,517.0,0.0003166881986137668,0.004073035883270456
front_roughness_nuisance,518.0,0.00030812911700540003,0.004140211249982411
front_roughness_nuisance,519.0,0.00029878102392613334,0.004201998630775088
front_roughness_nuisance,520.0,0.0002892054625055667,0.004263675804431009
front_roughness_nuisance,521.0,0.0002800098932919665,0.004327450136235258
front_roughness_nuisance,522.0,0.00027084236328620004,0.004382328038059388
front_roughness_nuisance,523.0,0.0002611634055594665,0.004419561926747017
front_roughness_nuisance,524.0,0.0002512439791044002,0.0044494492656157805
front_roughness_nuisance,525.0,0.0002416417893224334,0.004485638308244143
front_roughness_nuisance,526.0,0.0002321062308083,0.00453122490115804
front_roughness_nuisance,527.0,0.0002219275351983335,0.004582709723729437
front_roughness_nuisance,528.0,0.00021127316839109991,0.0046255527797959654
front_roughness_nuisance,529.0,0.00020096572887399992,0.004645123875959953
front_roughness_nuisance,530.0,0.0001910749819111999,0.004652241229549021
front_roughness_nuisance,531.0,0.0001810313039708666,0.004669413049641955
front_roughness_nuisance,532.0,0.0001705530198041,0.0046983986739704674
front_roughness_nuisance,533.0,0.0001595435243154335,0.004725077895388839
front_roughness_nuisance,534.0,0.00014814243972163335,0.004743119561296576
front_roughness_nuisance,535.0,0.0001372037520730333,0.004757327805541282
front_roughness_nuisance,536.0,0.00012737027289649988,0.004770363219693076
front_roughness_nuisance,537.0,0.00011810154672449995,0.004776412317144482
front_roughness_nuisance,538.0,0.00010861347254676665,0.004772732997186006
front_roughness_nuisance,539.0,9.857728746640009e-05,0.004768019555646345
front_roughness_nuisance,540.0,8.807669045556657e-05,0.004768341120776704
front_roughness_nuisance,541.0,7.805874707719994e-05,0.004769066492504224
front_roughness_nuisance,542.0,6.947095203486675e-05,0.0047668937990007505
front_roughness_nuisance,543.0,6.144298360616651e-05,0.004761411215774281
front_roughness_nuisance,544.0,5.2313887360266584e-05,0.004748869080058665
front_roughness_nuisance,545.0,4.214322732316664e-05,0.004729346026096114
front_roughness_nuisance,546.0,3.227716922616647e-05,0.004709328625402547
front_roughness_nuisance,547.0,2.3164664408566644e-05,0.0046915823932089235
front_roughness_nuisance,548.0,1.4228920792899781e-05,0.0046730464638735794
front_roughness_nuisance,549.0,5.204721770433324e-06,0.0046520965470027474
front_roughness_nuisance,550.0,-3.6078629838334994e-06,0.004630545128842988
front_roughness_nuisance,551.0,-1.1957073832266919e-05,0.004610151128761472
front_roughness_nuisance,552.0,-1.979619941266681e-05,0.004591499149409775
front_roughness_nuisance,553.0,-2.7194357098033497e-05,0.0045741354687011135
front_roughness_nuisance,554.0,-3.452410325166666e-05,0.004555135285591371
front_roughness_nuisance,555.0,-4.214774204866663e-05,0.004532222820320751
front_roughness_nuisance,556.0,-5.0016396559666707e-05,0.004507142167238733
front_roughness_nuisance,557.0,-5.785401120533308e-05,0.004481183227551637
front_roughness_nuisance,558.0,-6.517723766653333e-05,0.00445254429864314
front_roughness_nuisance,559.0,-7.162326812870021e-05,0.00442047446477707
front_roughness_nuisance,560.0,-7.751580088723349e-05,0.004386096460736047
front_roughness_nuisance,561.0,-8.344648051496668e-05,0.0043496862391798905
front_roughness_nuisance,562.0,-8.99261053410666e-05,0.0043122765488815985
front_roughness_nuisance,563.0,-9.730385604366648e-05,0.0042747296340699395
front_roughness_nuisance,564.0,-0.00010495458857576682,0.004237512548217231
front_roughness_nuisance,565.0,-0.00011152992750796652,0.004205281926239618
front_roughness_nuisance,566.0,-0.00011695751011000025,0.0041810144426724484
front_roughness_nuisance,567.0,-0.0001226835173442333,0.004157984671617139
front_roughness_nuisance,568.0,-0.0001290257697447002,0.0041248917397114036
front_roughness_nuisance,569.0,-0.00013469954728596652,0.004076072839359729
front_roughness_nuisance,570.0,-0.0001394470099524668,0.004019725810959128
front_roughness_nuisance,571.0,-0.00014422331892833344,0.003973708318900886
front_roughness_nuisance,572.0,-0.00014929939922113332,0.003944413231668911
front_roughness_nuisance,573.0,-0.00015439631264753308,0.003920583288932327
front_roughness_nuisance,574.0,-0.0001594348115547999,0.003891280655142685
front_roughness_nuisance,575.0,-0.0001643045207460666,0.003851985071167777
front_roughness_nuisance,576.0,-0.00016902716060093344,0.0038031692734304956
front_roughness_nuisance,577.0,-0.00017381618812323339,0.003756581066403636
front_roughness_nuisance,578.0,-0.00017844083334963312,0.0037232711310833323
front_roughness_nuisance,579.0,-0.0001825096752217668,0.0036935908323582527
front_roughness_nuisance,580.0,-0.00018636727292270015,0.003651068365939086
front_roughness_nuisance,581.0,-0.0001905586715785666,0.00360031801947858
front_roughness_nuisance,582.0,-0.00019479945107036666,0.0035585652537827037
front_roughness_nuisance,583.0,-0.00019869516808133347,0.00352815879989581
front_roughness_nuisance,584.0,-0.00020264124475670008,0.0034970803124051864
front_roughness_nuisance,585.0,-0.00020673480327956678,0.0034584930590159375
front_roughness_nuisance,586.0,-0.00021015776107779992,0.003416887780687473
front_roughness_nuisance,587.0,-0.00021260273761886656,0.0033767936167738957
front_roughness_nuisance,588.0,-0.0002149646206076666,0.0033336352390279916
front_roughness_nuisance,589.0,-0.00021804396087866666,0.003283694645739486
front_roughness_nuisance,590.0,-0.00022155550281519995,0.00323545342043949
front_roughness_nuisance,591.0,-0.00022486636324236666,0.0031972110350648552
front_roughness_nuisance,592.0,-0.00022785504402489994,0.0031654047808977737
front_roughness_nuisance,593.0,-0.00023065555099343335,0.0031330286299566163
front_roughness_nuisance,594.0,-0.00023321652081156668,0.0030953148253821017
