Wavelength_nm,R_front,T_front,R_stack,R_total,d_PVK_bulk_nm,ensemble_id,d_BEMA_front_nm,Delta_R_stack_vs_pristine,Delta_R_total_vs_pristine
526.0,0.04193131469631514,0.9580686853036848,0.053374685353374564,0.09103359822443563,700.0,nominal,0.0,0.0,0.0
527.0,0.04193131469631514,0.9580686853036848,0.05447731251042687,0.09205028750016944,700.0,nominal,0.0,0.0,0.0
528.0,0.04193131469631514,0.9580686853036848,0.055534708190694254,0.0930253591172156,700.0,nominal,0.0,0.0,0.0
529.0,0.04193131469631514,0.9580686853036848,0.05638166677101159,0.09380643983243865,700.0,nominal,0.0,0.0,0.0
530.0,0.04193131469631514,0.9580686853036848,0.05710720154820289,0.0944755855167334,700.0,nominal,0.0,0.0,0.0
531.0,0.04193131469631514,0.9580686853036848,0.05793144201270333,0.09523581493012101,700.0,nominal,0.0,0.0,0.0
532.0,0.04193131469631514,0.9580686853036848,0.05888328649743052,0.09611380409638914,700.0,nominal,0.0,0.0,0.0
533.0,0.04193131469631514,0.9580686853036848,0.05984729947281534,0.09700308919249445,700.0,nominal,0.0,0.0,0.0
534.0,0.04193131469631514,0.9580686853036848,0.06076290163389787,0.0978477828988609,700.0,nominal,0.0,0.0,0.0
535.0,0.04193131469631514,0.9580686853036848,0.06162781620368649,0.09864577422225176,700.0,nominal,0.0,0.0,0.0
536.0,0.04193131469631514,0.9580686853036848,0.06243152884433197,0.09938735116883758,700.0,nominal,0.0,0.0,0.0
537.0,0.04193131469631514,0.9580686853036848,0.06315179915622163,0.10005197936415616,700.0,nominal,0.0,0.0,0.0
538.0,0.04193131469631514,0.9580686853036848,0.06380533368860396,0.1006550620653906,700.0,nominal,0.0,0.0,0.0
539.0,0.04193131469631514,0.9580686853036848,0.06448276814569398,0.10128023463805381,700.0,nominal,0.0,0.0,0.0
